,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,imgName,maskName,multimaskName,label
0,800,800,0,,,REFUGE/test_dataset/Test400/T0001.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0001.bmp,"Dataset-new-2/Test-400/0544/0544.jpg
",0
1,801,801,1,,,REFUGE/test_dataset/Test400/T0002.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0002.bmp,"Dataset-new-2/Test-400/0652/0652.jpg
",0
2,802,802,2,,,REFUGE/test_dataset/Test400/T0003.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0003.bmp,"Dataset-new-2/Test-400/0709/0709.jpg
",0
3,803,803,3,,,REFUGE/test_dataset/Test400/T0004.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0004.bmp,"Dataset-new-2/Test-400/0628/0628.jpg
",0
4,804,804,4,,,REFUGE/test_dataset/Test400/T0005.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0005.bmp,"Dataset-new-2/Test-400/0501/0501.jpg
",0
5,805,805,5,,,REFUGE/test_dataset/Test400/T0006.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0006.bmp,"Dataset-new-2/Test-400/0730/0730.jpg
",0
6,806,806,6,,,REFUGE/test_dataset/Test400/T0007.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0007.bmp,"Dataset-new-2/Test-400/0499/0499.jpg
",0
7,807,807,7,,,REFUGE/test_dataset/Test400/T0008.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0008.bmp,"Dataset-new-2/Test-400/0683/0683.jpg
",0
8,808,808,8,,,REFUGE/test_dataset/Test400/T0009.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0009.bmp,"Dataset-new-2/Test-400/0635/0635.jpg
",0
9,809,809,9,,,REFUGE/test_dataset/Test400/T0010.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0010.bmp,"Dataset-new-2/Test-400/0420/0420.jpg
",1
10,810,810,10,,,REFUGE/test_dataset/Test400/T0011.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0011.bmp,"Dataset-new-2/Test-400/0452/0452.jpg
",0
11,811,811,11,,,REFUGE/test_dataset/Test400/T0012.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0012.bmp,"Dataset-new-2/Test-400/0649/0649.jpg
",0
12,812,812,12,,,REFUGE/test_dataset/Test400/T0013.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0013.bmp,"Dataset-new-2/Test-400/0681/0681.jpg
",0
13,813,813,13,,,REFUGE/test_dataset/Test400/T0014.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0014.bmp,"Dataset-new-2/Test-400/0434/0434.jpg
",0
14,814,814,14,,,REFUGE/test_dataset/Test400/T0015.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0015.bmp,"Dataset-new-2/Test-400/0824/0824.jpg
",0
15,815,815,15,,,REFUGE/test_dataset/Test400/T0016.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0016.bmp,"Dataset-new-2/Test-400/0459/0459.jpg
",0
16,816,816,16,,,REFUGE/test_dataset/Test400/T0017.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0017.bmp,"Dataset-new-2/Test-400/1279/1279.jpg
",1
17,817,817,17,,,REFUGE/test_dataset/Test400/T0018.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0018.bmp,"Dataset-new-2/Test-400/0493/0493.jpg
",0
18,818,818,18,,,REFUGE/test_dataset/Test400/T0019.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0019.bmp,"Dataset-new-2/Test-400/0680/0680.jpg
",0
19,819,819,19,,,REFUGE/test_dataset/Test400/T0020.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0020.bmp,"Dataset-new-2/Test-400/0443/0443.jpg
",0
20,820,820,20,,,REFUGE/test_dataset/Test400/T0021.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0021.bmp,"Dataset-new-2/Test-400/0610/0610.jpg
",0
21,821,821,21,,,REFUGE/test_dataset/Test400/T0022.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0022.bmp,"Dataset-new-2/Test-400/0661/0661.jpg
",0
22,822,822,22,,,REFUGE/test_dataset/Test400/T0023.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0023.bmp,"Dataset-new-2/Test-400/0717/0717.jpg
",0
23,823,823,23,,,REFUGE/test_dataset/Test400/T0024.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0024.bmp,"Dataset-new-2/Test-400/0405/0405.jpg
",0
24,824,824,24,,,REFUGE/test_dataset/Test400/T0025.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0025.bmp,"Dataset-new-2/Test-400/0599/0599.jpg
",0
25,825,825,25,,,REFUGE/test_dataset/Test400/T0026.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0026.bmp,"Dataset-new-2/Test-400/0805/0805.jpg
",0
26,826,826,26,,,REFUGE/test_dataset/Test400/T0027.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0027.bmp,"Dataset-new-2/Test-400/0454/0454.jpg
",0
27,827,827,27,,,REFUGE/test_dataset/Test400/T0028.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0028.bmp,"Dataset-new-2/Test-400/0678/0678.jpg
",1
28,828,828,28,,,REFUGE/test_dataset/Test400/T0029.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0029.bmp,"Dataset-new-2/Test-400/0563/0563.jpg
",0
29,829,829,29,,,REFUGE/test_dataset/Test400/T0030.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0030.bmp,"Dataset-new-2/Test-400/0440/0440.jpg
",0
30,830,830,30,,,REFUGE/test_dataset/Test400/T0031.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0031.bmp,"Dataset-new-2/Test-400/0456/0456.jpg
",1
31,831,831,31,,,REFUGE/test_dataset/Test400/T0032.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0032.bmp,"Dataset-new-2/Test-400/0734/0734.jpg
",0
32,832,832,32,,,REFUGE/test_dataset/Test400/T0033.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0033.bmp,"Dataset-new-2/Test-400/0701/0701.jpg
",0
33,833,833,33,,,REFUGE/test_dataset/Test400/T0034.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0034.bmp,"Dataset-new-2/Test-400/0712/0712.jpg
",0
34,834,834,34,,,REFUGE/test_dataset/Test400/T0035.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0035.bmp,"Dataset-new-2/Test-400/0620/0620.jpg
",0
35,835,835,35,,,REFUGE/test_dataset/Test400/T0036.jpg,REFUGE/test_dataset/Disc_Cup_Masks/T0036.bmp,"Dataset-new-2/Test-400/0593/0593.jpg
",0
